!|.--> 35
#|#--> 62
$|$--> 3842
film-makers|NNS--> 1
film-processing|NN--> 1
filmed|VBN--> 2
filming|VBG--> 1
films|NNS--> 11
filters|NNS--> 1
filters|VBZ--> 1
filtration|NN--> 1
finagled|VBN--> 1
final|JJ--> 55
finalists|NNS--> 1
finalized|VBN--> 1
finally|RB--> 38
finals|NNS--> 2
finance|NN--> 50
finance|VB--> 32
financed|VBN--> 11
financeer|NN--> 1
financer|NN--> 1
finances|NNS--> 4
finances|VBZ--> 1
financial|JJ--> 261
financial-aid|NN--> 1
financial-data|JJ--> 1
financial-industrial|JJ--> 1
financial-market|NN--> 1
financial-report|JJ--> 1
financial-service|JJ--> 1
financial-services|JJ--> 1
financial-services|NNS--> 7
financially|RB--> 11
financier|NN--> 14
financiers|NNS--> 5
financing|NN--> 78
financing|VBG--> 15
financings|NNS--> 1
find|VB--> 75
find|VBP--> 21
finding|NN--> 6
finding|VBG--> 23
findings|NNS--> 13
finds|NNS--> 1
finds|VBZ--> 11
fine|JJ--> 8
fine|NN--> 15
fine|VB--> 2
fine-tuned|JJ--> 1
fine-tuning|NN--> 2
fine-tuning|VB--> 2
fined|VBD--> 1
fined|VBN--> 4
finely|RB--> 1
finery|NN--> 1
fines|NNS--> 9
finessed|VBN--> 1
finest|JJS--> 2
finger|NN--> 4
fingered|VBN--> 1
fingering|VBG--> 1
fingerprint|NN--> 1
fingerprints|NNS--> 1
fingers|NNS--> 3
fining|VBG--> 1
finish|NN--> 2
finish|VB--> 4
finish|VBP--> 1
finished|VBD--> 25
finished|VBN--> 3
finishes|NNS--> 2
finishing|JJ--> 2
finishing|VBG--> 3
fire|NN--> 17
fire|VB--> 1
fireballs|NNS--> 1
fired|VBD--> 7
fired|VBN--> 5
fireplaces|NNS--> 1
fireproofing|NN--> 1
fires|NNS--> 6
fires|VBZ--> 1
firewater|NN--> 1
firing|NN--> 1
firing|VBG--> 1
firm|JJ--> 20
firm|NN--> 257
firm|VB--> 1
firmed|VBD--> 5
firmed|VBN--> 1
firmer|JJR--> 5
firmer|RBR--> 1
firming|VBG--> 2
firmly|RB--> 8
firms|NNS--> 169
first|JJ--> 457
first|NN--> 1
first|RB--> 54
first-ever|JJ--> 3
first-floor|NN--> 1
first-half|JJ--> 4
first-home|JJ--> 2
first-mortgage|JJ--> 1
first-person|NN--> 1
first-quarter|JJ--> 3
first-time|JJ--> 4
first-year|JJ--> 3
firsthand|JJ--> 1
firsthand|RB--> 1
fiscal|IN--> 1
fiscal|JJ--> 119
fiscal|NN--> 4
fiscal-first|JJ--> 3
fish|NN--> 1
fishbowl|NN--> 1
fisheries|NNS--> 1
fishermen|NNS--> 1
fishery|NN--> 1
fishing|NN--> 6
fishing|VBG--> 1
fishing\/processing|JJ--> 1
fit|JJ--> 2
fit|NN--> 7
fit|VB--> 7
fit|VBN--> 1
fit|VBP--> 2
fitness|NN--> 9
fits|NNS--> 1
fits|VBZ--> 3
fittest|JJS--> 1
fitting|JJ--> 1
fitting|NN--> 1
five|CD--> 210
five-by-eight-inch|JJ--> 1
five-cent|JJ--> 6
five-course|JJ--> 1
five-cylinder|JJ--> 2
five-day|JJ--> 1
five-game|JJ--> 1
five-home-run|JJ--> 1
five-member|JJ--> 1
five-month-old|JJ--> 1
five-nation|JJ--> 1
five-point|JJ--> 1
five-week|JJ--> 1
five-year|JJ--> 20
five-year-old|JJ--> 2
fivefold|RB--> 1
fiveyear|JJ--> 1
fix|NN--> 2
fix|VB--> 4
fixed|JJ--> 12
fixed|VBD--> 1
fixed|VBN--> 29
fixed-income|JJ--> 1
fixed-income|NN--> 2
fixed-price|JJ--> 3
fixed-rate|JJ--> 12
fixing|VBG--> 4
fixture|NN--> 1
fizzled|VBD--> 1
fizzled|VBN--> 1
flabbergasted|VBN--> 1
flabbiness|NN--> 1
flag|NN--> 11
flag-burning|NN--> 1
flagging|JJ--> 1
flags|NNS--> 3
flagship|JJ--> 1
flagship|NN--> 8
flair|NN--> 1
flamboyant|JJ--> 1
flame|NN--> 2
flames|NNS--> 1
flammable|JJ--> 1
flanker|NN--> 1
flap|NN--> 2
flapping|VBG--> 1
flaps|NNS--> 2
flaring|VBG--> 1
flash|VBP--> 1
flashback|NN--> 1
flashbacks|NNS--> 1
flashed|VBD--> 1
flashed|VBN--> 1
flashes|NNS--> 2
flashes|VBZ--> 1
flashing|VBG--> 2
flashlights|NNS--> 1
flashpoint|NN--> 1
flashy|JJ--> 5
flat|JJ--> 31
flat|NN--> 1
flat-footed|RB--> 2
flat-headed|JJ--> 1
flat-rolled|JJ--> 1
flatly|RB--> 1
flatout|NN--> 1
flats|NNS--> 1
flatten|VB--> 2
flattened|VBD--> 1
flattened|VBN--> 1
flattering|JJ--> 1
flattery|NN--> 1
flaunt|VB--> 1
flaunts|VBZ--> 1
flavor|NN--> 6
flavors|NNS--> 2
flaw|NN--> 5
flawed|VBN--> 4
flawless|JJ--> 2
flaws|NNS--> 8
flay|VB--> 1
flea|NN--> 2
fleas|NNS--> 1
fled|VBD--> 6
fled|VBN--> 2
fledgling|JJ--> 2
fledgling|NN--> 3
flee|VB--> 1
fleeing|VBG--> 1
fleet|JJ--> 1
fleet|NN--> 10
fleeting|JJ--> 4
fleets|NNS--> 3
fleshpots|NNS--> 1
flew|VBD--> 5
flex-time|JJ--> 1
flexibility|NN--> 10
flexible|JJ--> 6
flextime|NN--> 4
flickered|VBD--> 1
flicking|VBG--> 1
flied|VBD--> 1
flier|NN--> 2
flies|VBZ--> 2
flight|NN--> 29
flight-to-quality|NN--> 1
flights|NNS--> 20
flinch|VB--> 1
flinging|VBG--> 1
flip|JJ--> 2
flip|VB--> 1
flippant|JJ--> 1
flipped|VBD--> 2
flipping|VBG--> 1
flips|VBZ--> 1
flirting|VBG--> 1
float|NN--> 1
float|VB--> 5
float|VBP--> 1
floated|VBD--> 2
floating|JJ--> 2
floating|VBG--> 7
floating-point|JJ--> 1
floating-point|NN--> 1
floating-rate|JJ--> 3
floating-rate|NN--> 1
flocked|VBD--> 1
flood|NN--> 3
flooded|VBD--> 1
flooded|VBN--> 1
flooding|NN--> 3
flooding|VBG--> 3
floor|NN--> 53
flooring|NN--> 1
floors|NNS--> 3
flopped|VBD--> 1
flopped|VBN--> 1
floppy|JJ--> 1
floppy-tie|JJ--> 1
flora|NNS--> 1
flounder|VB--> 1
floundered|VBN--> 1
floundering|VBG--> 1
flourish|VB--> 2
flourishing|JJ--> 1
flourishing|VBG--> 1
flouting|VBG--> 1
flow|NN--> 39
flow|VB--> 4
flow|VBP--> 1
flowchart|NN--> 1
flowed|VBD--> 4
flower|NN--> 4
flower-inscribed|JJ--> 1
flowers|NNS--> 3
flowing|JJ--> 1
flowing|VBG--> 5
flown|VBN--> 3
flows|NNS--> 6
flows|VBZ--> 4
flu|NN--> 1
fluctuated|VBN--> 1
fluctuation|NN--> 1
fluctuations|NNS--> 3
fluffy|JJ--> 1
fluid|NN--> 2
fluids|NNS--> 1
flunking|VBG--> 1
flurry|NN--> 4
flush|JJ--> 2
fluting|NN--> 1
fly|NN--> 1
fly|VB--> 12
fly|VBP--> 3
flying|VBG--> 15
foam|NN--> 5
foaming|VBG--> 1
focal|JJ--> 1
focus|NN--> 21
focus|VB--> 24
focus|VBP--> 2
focused|JJ--> 1
focused|VBD--> 8
focused|VBN--> 4
focuses|VBZ--> 6
focusing|VBG--> 10
fodder|NN--> 2
foes|NNS--> 2
foil|NN--> 1
foil|VB--> 2
fold|VB--> 2
folded|VBN--> 2
folding|VBG--> 1
folk|NN--> 4
folklore|NN--> 1
folks|NNS--> 7
follow|VB--> 22
follow|VBP--> 4
follow-on|JJ--> 1
follow-through|JJ--> 1
followed|VBD--> 25
followed|VBN--> 31
followers|NNS--> 3
followership|NN--> 1
following|JJ--> 11
following|NN--> 4
following|VBG--> 75
follows|VBZ--> 28
folly|NN--> 1
fondest|JJS--> 1
fondly|RB--> 1
food|NN--> 77
food-importing|JJ--> 2
food-poisoning|JJ--> 1
food-processing|JJ--> 1
food-processing|NN--> 1
food-production|NN--> 1
food-safety|JJ--> 1
food-service|JJ--> 1
food-service|NN--> 2
foods|NNS--> 9
foodstuffs|NNS--> 2
fool|NN--> 3
fool|VB--> 2
fooling|NN--> 1
foolish|JJ--> 3
foot|NN--> 12
foot-dragging|NN--> 1
footage|NN--> 2
football|NN--> 22
foothills|NNS--> 1
foothold|NN--> 2
footing|NN--> 3
footsteps|NNS--> 2
for|IN--> 4635
for|RB--> 1
for-profit|JJ--> 3
foray|NN--> 1
forays|NNS--> 2
forbidding|VBG--> 4
forbidding-looking|JJ--> 1
forbids|VBZ--> 3
force|NN--> 51
force|VB--> 30
force|VBP--> 3
forced|JJ--> 2
forced|VBD--> 8
forced|VBN--> 30
forcefully|RB--> 1
forces|NNS--> 36
forces|VBZ--> 4
forcing|VBG--> 16
fore|NN--> 1
forecast|NN--> 31
forecast|VB--> 3
forecast|VBD--> 5
forecast|VBN--> 5
forecast|VBP--> 4
forecasters|NNS--> 2
forecasting|NN--> 4
forecasting|VBG--> 2
forecasts|NNS--> 21
forecasts|VBZ--> 2
foreclosed|JJ--> 1
foreclosed|VBN--> 3
foreclosure|NN--> 2
forefront|NN--> 2
foreground|NN--> 1
foreign|JJ--> 188
foreign-aid|NN--> 2
foreign-currency|NN--> 3
foreign-exchange|JJ--> 5
foreign-exchange|NN--> 6
foreign-investment|JJ--> 1
foreign-investor|NN--> 1
foreign-policy|NN--> 2
foreigners|NNS--> 16
foreman|NN--> 2
foremost|JJ--> 2
foremost|RB--> 1
forensic|JJ--> 1
forerunners|NNS--> 1
foresee|VB--> 1
foresee|VBP--> 1
foreseeable|JJ--> 2
foresees|VBZ--> 2
forest|NN--> 5
forest-products|JJ--> 1
forest-products|NNS--> 5
forestry|NN--> 2
forests|NNS--> 4
forever|RB--> 7
forfeit|VB--> 1
forfeitable|JJ--> 1
forfeiture|NN--> 14
forfeitures|NNS--> 3
forge|VB--> 6
forged|VBN--> 1
forger|NN--> 1
forgeries|NNS--> 1
forgery|NN--> 1
forget|VB--> 8
forgets|VBZ--> 1
forgettable|JJ--> 1
forging|VBG--> 2
forgings|NNS--> 1
forgive|VB--> 2
forgiven|VBN--> 1
forgiving|VBG--> 1
forgo|VB--> 2
forgot|VBD--> 1
forgot|VBN--> 1
forgotten|JJ--> 1
forgotten|VBN--> 2
forked|VBN--> 1
forlornly|RB--> 1
form|NN--> 39
form|VB--> 14
form|VBP--> 3
forma|FW--> 1
formal|JJ--> 22
formalizes|VBZ--> 1
formally|RB--> 13
formation|NN--> 8
formats|NNS--> 1
formed|VBD--> 8
formed|VBN--> 13
former|JJ--> 168
former|NN--> 1
formerly|RB--> 21
forming|VBG--> 4
forms|NNS--> 18
formula|NN--> 7
formulated|VBN--> 1
formulates|VBZ--> 1
formulating|VBG--> 2
formulations|NNS--> 1
forsaken|VBN--> 1
forth|RB--> 3
forthcoming|JJ--> 3
forthrightly|RB--> 1
fortified|VBN--> 1
fortuitous|JJ--> 1
fortunate|JJ--> 1
fortune|NN--> 6
fortunes|NNS--> 5
forum|NN--> 1
forward|RB--> 11
forward-rate|JJ--> 4
fossil|JJ--> 2
fossil|NN--> 2
fossils|NNS--> 1
foster|JJ--> 1
foster|VB--> 3
fostered|VBD--> 1
fostering|VBG--> 1
fought|VBD--> 3
fought|VBN--> 4
foul|JJ--> 1
foul-mouthed|JJ--> 1
foul-smelling|JJ--> 1
found|VBD--> 65
found|VBN--> 34
foundation|NN--> 7
foundations|NNS--> 5
founded|VBD--> 7
founded|VBN--> 5
founder|NN--> 25
foundering|VBG--> 1
founding|JJ--> 1
founding|NN--> 2
fountains|NNS--> 2
four|CD--> 157
four-bagger|NN--> 1
four-cents-a-share|JJ--> 1
four-crate|JJ--> 1
four-cylinder|JJ--> 1
four-day|JJ--> 3
four-family|JJ--> 1
four-fold|RB--> 1
four-for-one|RB--> 1
four-game|JJ--> 7
four-man|JJ--> 1
four-megabit|JJ--> 4
four-member|JJ--> 1
four-month|JJ--> 4
four-page|JJ--> 1
four-part|JJ--> 1
four-point|JJ--> 1
four-quarter|JJ--> 1
four-square|NN--> 1
four-stock|JJ--> 1
four-stroke|JJ--> 1
four-year|JJ--> 7
fourteen|CD--> 1
fourth|JJ--> 65
fourth-biggest|JJ--> 1
fourth-grade|JJ--> 1
fourth-largest|JJ--> 2
fourth-quarter|JJ--> 16
fourth-quarter|NN--> 2
foward|JJ--> 1
foyer|NN--> 2
fracas|NN--> 2
fraction|NN--> 3
fractional|JJ--> 2
fractionally|RB--> 2
fractious|JJ--> 1
fragile|JJ--> 3
fragility|NN--> 1
fragmented|JJ--> 1
fragments|NNS--> 1
fragments|VBZ--> 1
fragrance|NN--> 5
frame|NN--> 5
framed|VBN--> 2
framers|NNS--> 1
frames|NNS--> 1
framework|NN--> 1
framing|VBG--> 1
franc|NN--> 7
franc-denominated|JJ--> 1
franchise|NN--> 16
franchised|VBN--> 2
franchisee|NN--> 6
franchisees|NNS--> 12
franchiser|NN--> 2
franchisers|NNS--> 4
franchises|NNS--> 1
franchises|VBZ--> 1
franchising|VBG--> 2
francs|NNS--> 68
frank|JJ--> 1
franking|NN--> 1
frankly|RB--> 1
frantic|JJ--> 1
frantically|RB--> 3
fraternities|NNS--> 1
fraud|NN--> 29
fraudulent|JJ--> 9
fraudulently|RB--> 2
fraught|JJ--> 2
fray|NN--> 4
frayed|VBN--> 1
freaks|NNS--> 1
free|JJ--> 55
free|RB--> 3
free|VB--> 3
free|VBP--> 1
free-choice|JJ--> 1
free-floater|NN--> 1
free-for-all|NN--> 1
free-lance|JJ--> 3
free-market|JJ--> 5
free-market|NN--> 4
free-on-board|JJ--> 1
free-speech|NN--> 1
free-standing|JJ--> 1
free-trade|JJ--> 1
free-travel|JJ--> 1
free-wheeling|JJ--> 2
freed|VBD--> 2
freed|VBN--> 3
freedom|NN--> 14
freedoms|NNS--> 5
freeing|VBG--> 4
freely|RB--> 8
freer|JJR--> 5
frees|VBZ--> 2
freeway|NN--> 2
freeways|NNS--> 1
freewheeling|JJ--> 1
freeze|NN--> 2
freeze|VB--> 4
freezer|NN--> 1
freezers|NNS--> 1
freezes|VBZ--> 1
freezing|NN--> 2
freight|NN--> 5
french|JJ--> 1
frenetic|JJ--> 1
frenzy|NN--> 3
frequency|NN--> 3
frequent|JJ--> 8
frequent-flier|JJ--> 3
frequently|RB--> 23
frequents|VBZ--> 1
fresco|NN--> 1
fresh|JJ--> 20
freshly|RB--> 1
freshness|NN--> 1
fret|VBP--> 1
frets|VBZ--> 1
friar|NN--> 1
friction|NN--> 1
friend|NN--> 16
friendly|JJ--> 21
friends|NNS--> 15
friendship|NN--> 3
friers|NNS--> 1
fright|NN--> 1
frighten|VB--> 1
frightened|JJ--> 1
frightened|VBD--> 1
frighteningly|RB--> 1
fringes|NNS--> 1
fripperies|NNS--> 1
frittered|VBN--> 1
frivolous|JJ--> 3
frogs|NNS--> 1
frolic|VB--> 1
frolicked|VBN--> 1
from|IN--> 2557
front|JJ--> 9
front|NN--> 16
front|RB--> 1
front-runner|NN--> 1
frontal|JJ--> 1
frontier|NN--> 1
fronts|NNS--> 3
frothy|JJ--> 1
froze|VBD--> 1
frozen|JJ--> 3
frozen|VBN--> 2
frugal|JJ--> 1
frugality|NN--> 1
fruit|NN--> 7
fruitbowl|NN--> 1
fruitful|JJ--> 2
fruition|NN--> 1
fruitless|JJ--> 3
fruits|NNS--> 3
frumpy|JJ--> 1
frustrate|VB--> 1
frustrated|JJ--> 4
frustrated|VBD--> 1
frustrated|VBN--> 4
frustrating|JJ--> 2
frustratingly|RB--> 1
frustration|NN--> 4
fry|NN--> 1
ft.|NN--> 1
fudge|VBP--> 1
fuel|NN--> 12
fuel|VB--> 3
fuel-economy|NN--> 1
fuel-injected|JJ--> 1
fuel-services|NNS--> 1
fueled|VBD--> 7
fueled|VBN--> 6
fueling|VBG--> 4
fuels|NNS--> 5
fulfill|VB--> 7
fulfilled|VBD--> 1
fulfilling|VBG--> 4
full|JJ--> 85
full|RB--> 2
full-blown|JJ--> 2
full-fledged|JJ--> 2
full-length|JJ--> 1
full-page|JJ--> 1
full-scale|JJ--> 2
full-size|JJ--> 1
full-sized|JJ--> 3
full-time|JJ--> 3
full-time|RB--> 2
full-year|JJ--> 4
fullest|JJS--> 4
fullscale|JJ--> 1
fully|RB--> 49
fully-diluted|JJ--> 1
fulminations|NNS--> 1
fume-filled|JJ--> 1
fuming|VBG--> 1
fun|NN--> 7
fun-loving|JJ--> 1
function|NN--> 6
function|VB--> 2
function|VBP--> 3
functionaries|NNS--> 2
functioned|VBD--> 2
functioning|NN--> 1
functioning|VBG--> 2
functions|NNS--> 9
fund|NN--> 112
fund|VB--> 16
fund|VBP--> 1
fund-raiser|NN--> 1
fund-raisers|NNS--> 1
fund-raising|JJ--> 1
fund-research|JJ--> 1
fundamantal|JJ--> 1
fundamantalist|NN--> 1
fundamental|JJ--> 14
fundamentalists|NNS--> 2
fundamentally|RB--> 4
fundamentals|NNS--> 8
funded|JJ--> 2
funded|VBN--> 9
funding|NN--> 19
funding|VBG--> 9
fundraising|NN--> 1
funds|NNS--> 210
funds-service|JJ--> 2
funeral|JJ--> 1
fungi|NNS--> 1
funky|JJ--> 1
funn-eeee|JJ--> 1
funn-ih|JJ--> 1
funnel|VB--> 2
funneled|VBD--> 1
funneled|VBN--> 2
funneling|VBG--> 1
funny|JJ--> 5
furious|JJ--> 3
furiously|RB--> 1
furloughs|NNS--> 1
furnace|NN--> 1
furnished|JJ--> 1
furnished|VBN--> 1
furniture|NN--> 9
furor|NN--> 5
furrows|VBZ--> 1
further|JJ--> 74
further|JJR--> 5
further|RB--> 35
further|RBR--> 28
further|VB--> 1
furthers|VBZ--> 1
fury|NN--> 1
fuse|NN--> 1
fusillade|NN--> 1
fusion|NN--> 1
fusses|VBZ--> 1
futility|NN--> 1
future|JJ--> 65
future|NN--> 59
futures|NNS--> 224
futures-exchange|NN--> 1
futures-related|JJ--> 5
futuristic|JJ--> 3
fuzzier|JJR--> 1
fuzzy|JJ--> 1
gadgets|NNS--> 2
gain|NN--> 91
gain|VB--> 27
gain|VBP--> 1
gained|VBD--> 59
gained|VBN--> 9
gainer|NN--> 2
gainers|NNS--> 5
gaining|VBG--> 7
gains|NNS--> 88
gains|VBZ--> 4
gains-tax|JJ--> 1
gala|NN--> 1
gallant|JJ--> 1
gallery|NN--> 7
gallon|NN--> 4
gallons|NNS--> 4
galloping|VBG--> 1
gallstone|NN--> 1
galvanize|VB--> 1
galvanized|JJ--> 1
galvanized|VBD--> 3
galvanizing|VBG--> 1
gamble|NN--> 6
gamble|VB--> 2
gamblers|NNS--> 1
gambling|NN--> 5
gambling|VBG--> 5
game|NN--> 47
game-show|NN--> 1
games|NNS--> 23
gametocide|NN--> 1
gaming|NN--> 1
gamut|NN--> 1
gang|NN--> 4
gangbusters|NNS--> 1
gangs|NNS--> 1
gangsters|NNS--> 1
gap|NN--> 18
gaping|JJ--> 1
garage|NN--> 2
garages|NNS--> 1
garbage|NN--> 4
garbage-disposal|JJ--> 1
garbage-incinerator|NN--> 1
garden|NN--> 31
garden|VB--> 1
garden-shrub|NN--> 1
gardener|NN--> 2
gardeners|NNS--> 1
gardenettes|NNS--> 1
gardening|NN--> 2
gardens|NNS--> 2
gargantuan|JJ--> 1
garment|NN--> 1
garner|VB--> 2
garnered|VBD--> 1
gas|NN--> 102
gas-derived|JJ--> 1
gas-fired|JJ--> 1
gas-gathering|JJ--> 1
gas-gathering|VBG--> 1
gas-producing|NN--> 1
gas-tax|NN--> 1
gas-tax-increasing|JJ--> 1
gas-turbine|JJ--> 1
gases|NNS--> 2
gasoline|NN--> 14
gasp|VB--> 1
gasped|VBD--> 1
gastro-intestinal|JJ--> 1
gate|NN--> 4
gather|VB--> 6
gather|VBP--> 1
gathered|VBD--> 2
gathered|VBN--> 3
gathering|NN--> 9
gathering|VBG--> 7
gatherings|NNS--> 2
gathers|VBZ--> 1
gauge|NN--> 3
gauge|VB--> 5
gave|VBD--> 45
gawky|JJ--> 1
gear|NN--> 4
gear|VBP--> 1
geared|VBN--> 6
gearing|VBG--> 1
geeks|NNS--> 2
gem|NN--> 4
gems|NNS--> 1
gemsbok|NNS--> 1
gemstone|NN--> 1
gendarme|NN--> 1
gender|NN--> 2
gender|VB--> 1
gene|NN--> 56
gene-copying|JJ--> 1
gene-splicing|NN--> 2
general|JJ--> 123
general|NN--> 16
general-practice|JJ--> 1
general-practitioner|NN--> 1
general-purpose|JJ--> 3
generalist|NN--> 1
generalists|NNS--> 1
generally|RB--> 70
generate|VB--> 13
generate|VBP--> 1
generated|VBD--> 5
generated|VBN--> 9
generates|VBZ--> 2
generating|VBG--> 3
generation|NN--> 26
generations|NNS--> 7
generators|NNS--> 3
generic|JJ--> 9
generic-drug|JJ--> 1
generic-drug|NN--> 1
generous|JJ--> 7
generously|RB--> 1
genes|NNS--> 40
genesis|NN--> 1
genetic|JJ--> 30
genetically|RB--> 7
geneticist|NN--> 1
genial|JJ--> 1
genius|NN--> 1
genres|NNS--> 2
genteel|JJ--> 1
gentle|JJ--> 3
gentleness|NN--> 1
gentler|JJR--> 1
gently|RB--> 2
genuine|JJ--> 10
geographic|JJ--> 1
geographical|JJ--> 1
geography|NN--> 1
geologically|RB--> 1
geology|NN--> 1
geometric|JJ--> 1
geometry|NN--> 1
germs|NNS--> 1
gerrymandering|NN--> 6
gesture|NN--> 1
gestures|NNS--> 4
get|VB--> 217
get|VBP--> 36
get-out-the-vote|JJ--> 1
get-together|NN--> 2
get-togethers|NNS--> 1
gets|VBZ--> 25
getting|VBG--> 92
ghettos|NNS--> 1
ghost|NN--> 7
ghost-busting|NN--> 1
ghostbusters|NNS--> 2
ghostbusting|NN--> 4
ghostly|JJ--> 1
ghosts|NNS--> 7
giant|JJ--> 25
giant|NN--> 26
giants|NNS--> 8
giddy|JJ--> 2
gift|NN--> 13
gifted|JJ--> 2
gifts|NNS--> 7
gigolo|NN--> 2
gilt|JJ--> 1
gilt|NN--> 2
gilts|NNS--> 2
gimmick|NN--> 1
gimmickry|NN--> 4
gimmicks|NNS--> 3
gingerly|RB--> 1
ginseng|NN--> 1
girlfriend|NN--> 3
girls|NNS--> 5
give|VB--> 119
give|VBP--> 14
giveaway|JJ--> 2
giveaway|NN--> 1
giveaways|NNS--> 1
given|JJ--> 2
given|VBN--> 78
gives|VBZ--> 34
giveth|VBZ--> 1
giving|NN--> 3
giving|VBG--> 37
gizmo|NN--> 1
gizmos|NNS--> 1
glacial|JJ--> 2
glad|JJ--> 4
glamorous|JJ--> 4
glance|NN--> 3
glare|NN--> 1
glares|VBZ--> 1
glasnost|FW--> 7
glasnost|NN--> 4
glass|NN--> 7
glasses|NNS--> 1
glaze|VB--> 1
glaze|VBP--> 1
glean|VB--> 1
gleeful|JJ--> 2
gleefully|RB--> 1
glib|JJ--> 1
glide|VB--> 1
glimmer|NN--> 1
glimpses|NNS--> 1
glint|NN--> 1
glitch|NN--> 1
glitches|NNS--> 1
glitterati|NNS--> 1
glittery|NN--> 1
glitz|NN--> 2
glitzy|JJ--> 1
glitzy|NN--> 1
gloats|VBZ--> 1
global|JJ--> 26
globalism|NN--> 1
globalist|NN--> 1
globalists|NNS--> 2
globalization|NN--> 1
globally|RB--> 1
globe|NN--> 3
gloom|NN--> 4
gloomier|JJR--> 1
gloomier|RBR--> 1
gloomy|JJ--> 5
glory|NN--> 2
gloss|VB--> 1
glossy|JJ--> 2
glove|NN--> 1
gloves|NNS--> 1
glowed|VBD--> 1
glowing|JJ--> 2
glucose|NN--> 1
glue|NN--> 1
glut|NN--> 4
gluts|NNS--> 1
glutted|JJ--> 1
glycols|NNS--> 3
gnawing|NN--> 1
go|VB--> 122
go|VBP--> 26
go-ahead|NN--> 4
go-go|JJ--> 1
go-it-alone|JJ--> 1
goal|NN--> 31
goals|NNS--> 23
gobbled|VBN--> 1
gobbledygook|NN--> 1
goddess|NN--> 1
goes|VBZ--> 34
going|JJ--> 1
going|VBG--> 171
goings-on|NNS--> 1
gold|JJ--> 12
gold|NN--> 50
gold-based|JJ--> 1
gold-leaf|JJ--> 1
gold-mining|NN--> 2
golden|JJ--> 20
golds|NNS--> 1
golf|NN--> 14
golfers|NNS--> 1
golfing|NN--> 1
golfs|NNS--> 1
gon|VB--> 1
gon|VBG--> 2
gone|JJ--> 1
gone|VBN--> 33
good|JJ--> 171
good|NN--> 9
good|RB--> 2
good-looking|JJ--> 1
good-natured|JJ--> 1
good-quality|JJ--> 1
goodies|NNS--> 1
goodness|NN--> 2
goods|NNS--> 81
goods-producing|JJ--> 2
goodwill|NN--> 4
gooseberry|NN--> 1
gore|VB--> 1
gorgeous|JJ--> 1
gossip|NN--> 1
gossiping|VBG--> 1
gossipy|JJ--> 1
got|VBD--> 78
got|VBN--> 14
got|VBP--> 1
gotten|VBN--> 6
gourmet|NN--> 1
gouty|JJ--> 1
govern|VB--> 4
govern|VBP--> 1
governance|NN--> 2
governed|VBD--> 1
governed|VBN--> 2
governing|NN--> 1
governing|VBG--> 4
governmemt|NN--> 1
government|NN--> 508
government-approved|JJ--> 2
government-bond|NN--> 1
government-business|NN--> 1
government-controlled|JJ--> 1
government-imposed|JJ--> 1
government-mandated|JJ--> 1
government-owned|JJ--> 5
government-run|JJ--> 1
government-set|VBN--> 1
government-sponsored|JJ--> 4
governmental|JJ--> 4
governmental-affairs|JJ--> 1
governmental-affairs|NNS--> 1
governments|NNS--> 23
governmentset|VBN--> 1
governor|NN--> 15
governor-elect|NN--> 1
governors|NNS--> 7
grab|VB--> 3
grab|VBP--> 1
grabbed|VBD--> 3
grabbed|VBN--> 2
grace|NN--> 6
gracefully|RB--> 3
graciously|RB--> 1
grade|NN--> 3
grades|NNS--> 5
gradual|JJ--> 3
gradually|RB--> 4
graduate|JJ--> 1
graduate|NN--> 3
graduate-student|NN--> 1
graduated|VBD--> 1
graduated|VBN--> 1
graduates|NNS--> 1
graduates|VBZ--> 1
graduation|NN--> 2
grafted|VBN--> 1
grain|NN--> 16
grains|NNS--> 1
gram|NN--> 2
grammar|NN--> 1
grammatical|JJ--> 1
grams|NNS--> 1
grand|JJ--> 22
grand-jury|JJ--> 2
grand-jury|NN--> 1
grandchildren|NNS--> 1
grandeur|NN--> 1
grandfather|NN--> 1
grandiose|JJ--> 2
grandly|RB--> 1
grandmasters|NNS--> 1
grandparents|NNS--> 1
grandson|NN--> 2
granite|NN--> 2
grant|NN--> 4
grant|VB--> 6
granted|VBD--> 5
granted|VBN--> 5
granting|VBG--> 3
grants|NNS--> 9
grants|VBZ--> 1
granular|JJ--> 1
grapevine|NN--> 4
graph|NN--> 2
graphic|JJ--> 1
graphics|NNS--> 10
graphite|NN--> 1
grappled|VBD--> 1
grapples|VBZ--> 1
grasp|NN--> 1
grasp|VB--> 2
grasping|VBG--> 1
grass-roots|JJ--> 2
gratification|NN--> 2
gratified|JJ--> 1
gratuitous|JJ--> 2
gratuitously|RB--> 2
grave|JJ--> 3
grave|NN--> 2
gravest|JJS--> 1
graveyard|NN--> 1
gray|JJ--> 10
gray-beard|JJ--> 1
gray-flannel|NN--> 1
graying|NN--> 1
graying|VBG--> 1
grazed|VBD--> 1
grazing|NN--> 1
grease|NN--> 2
great|JJ--> 60
great|RB--> 1
great-grandchildren|NNS--> 1
great-grandfather|NN--> 1
greater|JJR--> 49
greatest|JJS--> 13
greatly|RB--> 9
greats|NNS--> 2
greed|NN--> 1
greedy|JJ--> 1
green|JJ--> 8
green|NN--> 1
greener|JJR--> 1
greenhouse|NN--> 8
greenhouse-produced|JJ--> 1
greenhouses|NNS--> 2
greening|NN--> 1
greenish|JJ--> 1
greeted|VBN--> 4
